SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_CREDIT,AMT_ANNUITY,CODE_GENDER,AGE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,AMT_INCOME_TOTAL,TARGET
151491,Cash loans,495000.0,19242.0,,63.0,Single / not married,House / apartment,Working,166500.0,0
274085,Cash loans,2695500.0,71235.0,M,36.0,Married,House / apartment,Businessman,405000.0,0
431198,Cash loans,540000.0,21415.5,F,50.0,Civil marriage,House / apartment,Working,180000.0,0
341068,Cash loans,584766.0,24903.0,M,53.0,Married,House / apartment,Businessman,270000.0,0
367493,Cash loans,1094688.0,39451.5,F,60.0,Married,House / apartment,Businessman,211500.0,1
276368,Cash loans,709866.0,23026.5,F,32.0,Married,With parents,Working,135000.0,0
384584,Cash loans,1288350.0,37669.5,F,28.0,Single / not married,House / apartment,Working,184500.0,0
283012,Cash loans,1125000.0,36292.5,F,52.0,Married,House / apartment,Working,126000.0,0
127791,Cash loans,1040463.0,30420.0,F,,Married,With parents,,112500.0,0
138069,Revolving loans,225000.0,11250.0,F,65.0,Single / not married,House / apartment,Unemployed,72000.0,0
302632,Cash loans,288873.0,11020.5,F,40.0,Single / not married,With parents,Working,67500.0,0
295007,Revolving loans,405000.0,20250.0,F,50.0,Married,House / apartment,Working,135000.0,0
293460,Cash loans,427500.0,33903.0,F,24.0,Single / not married,With parents,Unemployed,90000.0,0
346457,Cash loans,582804.0,25803.0,F,59.0,Married,House / apartment,Working,157500.0,0
133178,Cash loans,512064.0,23998.5,F,50.0,Widow,House / apartment,Working,157500.0,0
327329,Cash loans,1138900.5,33300.0,M,40.0,Married,House / apartment,,180000.0,0
438414,Cash loans,969579.0,32175.0,F,61.0,Single / not married,House / apartment,Businessman,225000.0,0
376194,Cash loans,441481.5,16771.5,,60.0,Civil marriage,House / apartment,Unemployed,112500.0,0
302496,Cash loans,1247121.0,40360.5,F,49.0,Civil marriage,House / apartment,Businessman,450000.0,0
281311,Cash loans,180000.0,11011.5,F,44.0,Married,House / apartment,Unemployed,126000.0,0
256977,Cash loans,90000.0,8253.0,M,31.0,Single / not married,Municipal apartment,Working,112500.0,1
262103,Cash loans,113760.0,7533.0,M,33.0,Married,House / apartment,Working,225000.0,0
225988,Revolving loans,382500.0,19125.0,F,54.0,Married,House / apartment,Working,127125.0,0
253029,Cash loans,1035072.0,30393.0,F,56.0,Married,House / apartment,Working,225000.0,0
406656,Cash loans,1759180.5,61276.5,F,38.0,Married,With parents,Businessman,211500.0,0
405017,Cash loans,343800.0,16155.0,,35.0,Married,House / apartment,Working,135000.0,1
205093,Cash loans,255829.5,25051.5,F,62.0,Married,House / apartment,Working,157500.0,0
406343,Revolving loans,405000.0,20250.0,F,61.0,Married,House / apartment,Unemployed,135000.0,0
160065,Cash loans,490495.5,30136.5,M,33.0,Married,House / apartment,Businessman,270000.0,0
144453,Cash loans,1350000.0,51421.5,M,55.0,Married,House / apartment,Businessman,202500.0,0
146917,Revolving loans,540000.0,27000.0,F,59.0,Widow,House / apartment,Working,180000.0,0
221641,Cash loans,986782.5,44721.0,M,42.0,Single / not married,House / apartment,,540000.0,0
204599,Cash loans,254700.0,24192.0,M,47.0,Married,House / apartment,Working,180000.0,0
348560,Revolving loans,405000.0,20250.0,F,39.0,Married,House / apartment,Unemployed,135000.0,0
240398,Revolving loans,180000.0,9000.0,M,23.0,Single / not married,With parents,Working,112500.0,0
348579,Cash loans,1236816.0,35446.5,M,35.0,Married,House / apartment,Working,450000.0,0
190685,Cash loans,95940.0,10980.0,F,37.0,Separated,Municipal apartment,Working,207000.0,0
209110,Cash loans,894766.5,29700.0,F,28.0,Single / not married,Rented apartment,Working,144000.0,0
199121,Cash loans,314100.0,12091.5,M,57.0,Married,House / apartment,,135000.0,0
226239,Cash loans,711612.0,27702.0,M,31.0,Married,House / apartment,Working,405000.0,0
290000,Cash loans,1178703.0,80388.0,F,61.0,Married,House / apartment,Businessman,202500.0,0
414466,Cash loans,835380.0,40320.0,F,55.0,Married,House / apartment,Businessman,202500.0,0
148369,Cash loans,203760.0,22072.5,F,32.0,Married,House / apartment,Unemployed,67500.0,0
367314,Cash loans,343800.0,16155.0,F,47.0,Married,House / apartment,Unemployed,67500.0,0
153436,Cash loans,728460.0,44694.0,F,37.0,Civil marriage,House / apartment,Working,225000.0,0
311644,Cash loans,1575000.0,41548.5,F,43.0,Married,House / apartment,Working,153000.0,0
419973,Cash loans,521280.0,28408.5,M,38.0,Married,House / apartment,Working,189000.0,0
198198,Revolving loans,180000.0,9000.0,F,22.0,Separated,House / apartment,Unemployed,90000.0,0
258729,Cash loans,675000.0,21775.5,M,41.0,Married,House / apartment,Working,112500.0,0
181058,Revolving loans,585000.0,29250.0,F,57.0,Married,House / apartment,,202500.0,0
257610,Cash loans,208512.0,24745.5,M,30.0,Married,House / apartment,Businessman,225000.0,0
326234,Revolving loans,270000.0,13500.0,F,54.0,Widow,House / apartment,Working,121500.0,0
451966,Cash loans,497520.0,32391.0,M,28.0,Single / not married,House / apartment,Working,157500.0,0
137090,Cash loans,282690.0,13729.5,F,47.0,Married,House / apartment,Working,270000.0,0
331503,Cash loans,1762110.0,46480.5,F,54.0,Single / not married,House / apartment,,405000.0,0
379974,Cash loans,454500.0,21865.5,F,28.0,Married,House / apartment,Unemployed,67500.0,0
224551,Cash loans,781920.0,25969.5,F,53.0,Separated,House / apartment,Working,135000.0,0
145646,Cash loans,254700.0,14751.0,M,66.0,Married,House / apartment,Working,180000.0,0
188610,Cash loans,450000.0,29097.0,F,54.0,Separated,House / apartment,Working,112500.0,0
303593,Cash loans,148140.0,7690.5,F,38.0,Single / not married,House / apartment,Unemployed,157500.0,0
121344,Cash loans,337500.0,18846.0,F,62.0,Civil marriage,House / apartment,Unemployed,54000.0,0
200439,Cash loans,254700.0,14751.0,F,66.0,Widow,House / apartment,Working,157500.0,1
199601,Cash loans,90000.0,3811.5,M,62.0,Civil marriage,House / apartment,Unemployed,67500.0,0
174942,Cash loans,605439.0,26797.5,M,45.0,Married,House / apartment,Businessman,247500.0,0
396131,Revolving loans,180000.0,9000.0,M,22.0,Single / not married,Municipal apartment,Working,157500.0,1
158095,Cash loans,1258650.0,53455.5,F,55.0,Married,House / apartment,Working,175500.0,0
341157,Cash loans,526491.0,16092.0,M,63.0,Married,House / apartment,Unemployed,90000.0,0
186180,Cash loans,450000.0,24543.0,F,36.0,Married,House / apartment,Unemployed,94500.0,0
130573,Cash loans,495000.0,33210.0,M,54.0,Married,House / apartment,Unemployed,67500.0,0
428277,Cash loans,615109.5,22221.0,F,55.0,Married,House / apartment,Working,202500.0,0
234292,Cash loans,450000.0,35554.5,F,29.0,Married,House / apartment,Working,112500.0,1
398438,Cash loans,755190.0,56592.0,M,40.0,Married,Municipal apartment,Businessman,297000.0,0
308983,Cash loans,178290.0,17761.5,F,43.0,Married,House / apartment,Unemployed,99000.0,0
368157,Cash loans,450000.0,13774.5,M,39.0,Married,House / apartment,Businessman,270000.0,0
199189,Cash loans,359725.5,20781.0,F,61.0,Single / not married,House / apartment,Working,157500.0,0
353541,Cash loans,163201.5,11488.5,F,39.0,Married,House / apartment,,81000.0,0
337637,Cash loans,666000.0,30991.5,F,55.0,Married,House / apartment,Working,90000.0,0
204074,Cash loans,238500.0,23233.5,F,43.0,Married,House / apartment,Working,180000.0,0
434403,Cash loans,1321902.0,38781.0,M,62.0,Married,House / apartment,Working,112500.0,0
125920,Cash loans,612612.0,26086.5,M,45.0,Married,House / apartment,,135000.0,0
219652,Cash loans,814041.0,23931.0,M,53.0,Married,House / apartment,Businessman,450000.0,0
208242,Cash loans,1128415.5,47938.5,M,64.0,Married,House / apartment,Businessman,202500.0,1
154593,Cash loans,314100.0,13963.5,F,38.0,Married,House / apartment,,112500.0,0
338098,Revolving loans,135000.0,6750.0,F,39.0,Single / not married,House / apartment,Businessman,315000.0,0
262766,Revolving loans,225000.0,11250.0,F,40.0,Married,House / apartment,Working,112500.0,0
215025,Cash loans,857169.0,27778.5,M,44.0,Married,Office apartment,Unemployed,157500.0,0
210351,Cash loans,824823.0,22810.5,F,31.0,Married,House / apartment,Working,112500.0,0
373798,Revolving loans,270000.0,13500.0,F,35.0,Married,House / apartment,Working,180000.0,0
427550,Cash loans,278505.0,20394.0,F,56.0,Married,Municipal apartment,Working,157500.0,0
152433,Cash loans,263686.5,28107.0,M,30.0,Married,House / apartment,Businessman,225000.0,0
358235,Revolving loans,495000.0,24750.0,M,38.0,Civil marriage,House / apartment,Businessman,225000.0,0
221349,Cash loans,582228.0,18778.5,F,59.0,Married,House / apartment,Unemployed,225000.0,0
232165,Cash loans,886401.0,45387.0,,46.0,Married,House / apartment,Working,247500.0,0
311103,Revolving loans,270000.0,13500.0,M,36.0,Single / not married,House / apartment,Unemployed,117000.0,0
206002,Cash loans,149625.0,4243.5,F,58.0,Separated,House / apartment,Unemployed,45000.0,0
263261,Cash loans,755190.0,38686.5,F,45.0,Married,House / apartment,Working,120150.0,0
114000,Cash loans,848308.5,63427.5,M,30.0,Married,House / apartment,Businessman,1125000.0,0
440932,Cash loans,508495.5,22396.5,F,58.0,Widow,House / apartment,Businessman,202500.0,0
171366,Cash loans,781920.0,28084.5,F,46.0,Married,House / apartment,Businessman,225000.0,0
369796,Cash loans,1006920.0,39933.0,M,23.0,Single / not married,House / apartment,Working,144000.0,0
151981,Revolving loans,337500.0,16875.0,F,57.0,Married,House / apartment,Unemployed,76500.0,0
201890,Cash loans,1515415.5,41670.0,F,55.0,Married,House / apartment,Working,139500.0,0
452174,Cash loans,513040.5,50107.5,M,54.0,Married,House / apartment,Businessman,225000.0,0
170868,Cash loans,553806.0,26640.0,M,47.0,Married,House / apartment,Businessman,450000.0,0
285924,Cash loans,284400.0,10719.0,F,56.0,Separated,House / apartment,Working,112500.0,0
104191,Cash loans,573408.0,27715.5,F,25.0,Married,With parents,Businessman,247500.0,0
359782,Cash loans,1024740.0,55719.0,F,37.0,Married,House / apartment,Businessman,202500.0,0
359718,Cash loans,291384.0,20407.5,F,51.0,Married,House / apartment,Unemployed,67500.0,0
321584,Cash loans,971280.0,56920.5,M,40.0,Single / not married,House / apartment,Businessman,225000.0,0
453242,Cash loans,835605.0,24561.0,M,53.0,Married,House / apartment,Working,117000.0,0
227110,Cash loans,450000.0,22018.5,F,29.0,Married,With parents,Working,90000.0,0
360509,Revolving loans,180000.0,9000.0,F,38.0,Married,House / apartment,Working,63000.0,0
279315,Cash loans,288873.0,19435.5,M,28.0,Civil marriage,House / apartment,Unemployed,180000.0,0
164645,Cash loans,229500.0,18130.5,M,41.0,Married,House / apartment,Working,135000.0,0
382831,Cash loans,197820.0,14197.5,F,54.0,Married,House / apartment,Unemployed,45000.0,0
358350,Cash loans,625356.0,20304.0,F,41.0,Married,House / apartment,Working,90000.0,0
158957,Cash loans,900000.0,23742.0,F,37.0,Married,House / apartment,Unemployed,112500.0,0
286620,Revolving loans,382500.0,19125.0,M,33.0,Married,House / apartment,Working,166500.0,0
131035,Cash loans,1227901.5,50139.0,F,58.0,Married,House / apartment,Working,180000.0,0
215824,Cash loans,675000.0,18562.5,F,25.0,Married,House / apartment,Unemployed,73759.5,0
295898,Cash loans,152820.0,15016.5,F,46.0,Civil marriage,House / apartment,Working,121500.0,0
124185,Cash loans,132444.0,14184.0,M,23.0,Single / not married,House / apartment,Unemployed,90000.0,0
350089,Cash loans,225000.0,11619.0,F,53.0,Married,House / apartment,Unemployed,90000.0,0
329044,Cash loans,450000.0,25834.5,F,46.0,Civil marriage,House / apartment,Unemployed,202500.0,0
167134,Cash loans,247275.0,19822.5,F,37.0,Separated,House / apartment,Working,157500.0,0
380504,Cash loans,231813.0,18715.5,F,28.0,Married,House / apartment,Unemployed,63000.0,1
137076,Cash loans,47970.0,4873.5,F,45.0,Married,House / apartment,Unemployed,67500.0,0
416836,Cash loans,163201.5,10917.0,F,68.0,Married,House / apartment,Working,135000.0,0
325823,Cash loans,990000.0,29074.5,M,52.0,Married,House / apartment,Working,180000.0,0
166600,Cash loans,622120.5,45400.5,F,24.0,Civil marriage,House / apartment,Working,283500.0,0
455941,Cash loans,1007761.5,42826.5,M,52.0,Married,House / apartment,Businessman,315000.0,0
371545,Cash loans,675000.0,34596.0,F,42.0,Civil marriage,House / apartment,Working,112500.0,0
334709,Cash loans,463626.0,22432.5,F,64.0,Married,House / apartment,Working,121500.0,0
167880,Cash loans,315000.0,14004.0,F,58.0,Married,House / apartment,Working,112500.0,0
170384,Revolving loans,180000.0,9000.0,M,32.0,Married,House / apartment,Working,180000.0,0
449026,Cash loans,64692.0,4630.5,F,56.0,Civil marriage,House / apartment,Working,58500.0,0
212008,Cash loans,813195.0,43456.5,F,53.0,Married,House / apartment,Working,135000.0,0
163967,Cash loans,117000.0,6246.0,F,66.0,Married,House / apartment,Unemployed,43884.0,0
244195,Cash loans,229230.0,12928.5,M,65.0,Married,House / apartment,Working,76500.0,0
310006,Revolving loans,202500.0,10125.0,F,23.0,Single / not married,House / apartment,Unemployed,90000.0,0
100490,Cash loans,755190.0,38686.5,M,27.0,Separated,House / apartment,Unemployed,135000.0,1
359873,Cash loans,198000.0,10057.5,F,61.0,Single / not married,House / apartment,Working,81000.0,0
364226,Cash loans,742500.0,34537.5,M,58.0,Married,House / apartment,Unemployed,90000.0,0
313368,Cash loans,640080.0,29970.0,F,32.0,Civil marriage,House / apartment,Businessman,202500.0,0
152289,Cash loans,810000.0,39096.0,M,44.0,Married,House / apartment,Businessman,247500.0,0
385205,Cash loans,585000.0,35788.5,F,40.0,Married,House / apartment,Businessman,225000.0,0
363735,Cash loans,481495.5,36000.0,F,38.0,Married,House / apartment,Businessman,225000.0,0
249857,Cash loans,315666.0,23728.5,F,58.0,Married,House / apartment,Unemployed,157500.0,0
215943,Cash loans,204768.0,11560.5,F,60.0,Separated,House / apartment,Unemployed,76500.0,0
219809,Cash loans,521280.0,31630.5,F,25.0,Civil marriage,House / apartment,Working,157500.0,0
227468,Cash loans,225000.0,17775.0,M,33.0,Married,House / apartment,Working,157500.0,0
131521,Cash loans,781920.0,34573.5,F,59.0,Married,House / apartment,Working,135000.0,0
424740,Cash loans,760225.5,32206.5,F,,Married,House / apartment,Unemployed,103500.0,0
252719,Cash loans,288873.0,16258.5,F,59.0,Married,House / apartment,Unemployed,36000.0,0
251387,Cash loans,314100.0,13306.5,F,62.0,Married,House / apartment,Unemployed,112500.0,0
399391,Cash loans,834048.0,27693.0,F,28.0,Separated,House / apartment,Working,180000.0,0
327104,Cash loans,254700.0,24939.0,F,47.0,Single / not married,House / apartment,Working,157500.0,0
348082,Cash loans,604152.0,40536.0,F,,Married,House / apartment,Unemployed,135000.0,0
125021,Cash loans,663093.0,25821.0,M,47.0,Married,House / apartment,Working,382500.0,1
192228,Cash loans,364500.0,24489.0,F,43.0,Married,House / apartment,Working,180000.0,0
220065,Cash loans,428854.5,20119.5,M,45.0,Married,House / apartment,Businessman,225000.0,1
320237,Cash loans,312768.0,13905.0,M,60.0,Married,House / apartment,Unemployed,90000.0,0
405743,Cash loans,1056447.0,31018.5,F,48.0,Civil marriage,Municipal apartment,Working,180000.0,0
434832,Cash loans,499221.0,25618.5,F,41.0,Single / not married,House / apartment,Businessman,247500.0,0
174704,Cash loans,219042.0,14391.0,M,44.0,Single / not married,With parents,Unemployed,135000.0,1
202433,Revolving loans,135000.0,6750.0,F,23.0,Married,With parents,Unemployed,45000.0,0
111164,Cash loans,448056.0,21789.0,F,32.0,Married,House / apartment,Unemployed,135000.0,0
290669,Cash loans,170640.0,11533.5,F,35.0,Civil marriage,House / apartment,Businessman,225000.0,0
392352,Cash loans,1570797.0,43326.0,F,54.0,Married,House / apartment,Businessman,310500.0,0
286796,Cash loans,526500.0,30352.5,F,57.0,Married,House / apartment,Unemployed,90000.0,0
227250,Cash loans,1575000.0,54877.5,M,43.0,Married,House / apartment,Unemployed,180000.0,0
147451,Cash loans,385164.0,20295.0,M,40.0,Single / not married,House / apartment,Working,157500.0,0
244139,Cash loans,1886850.0,52015.5,F,30.0,Married,House / apartment,Businessman,225000.0,0
395761,Cash loans,1113133.5,32674.5,F,53.0,Married,House / apartment,Working,135000.0,0
441495,Revolving loans,405000.0,20250.0,F,59.0,Married,House / apartment,Working,135000.0,0
405663,Cash loans,1006920.0,40063.5,F,34.0,Married,House / apartment,Working,225000.0,0
143158,Cash loans,288873.0,16713.0,F,39.0,Married,House / apartment,Unemployed,108000.0,0
126908,Cash loans,1078200.0,31653.0,F,45.0,Married,House / apartment,Unemployed,103500.0,0
313940,Revolving loans,405000.0,20250.0,F,48.0,Separated,House / apartment,,135000.0,0
173280,Cash loans,675000.0,22306.5,F,58.0,Married,House / apartment,,81000.0,0
165905,Cash loans,436032.0,21339.0,M,43.0,Married,Municipal apartment,Unemployed,121500.0,1
362240,Cash loans,225000.0,9909.0,,65.0,Widow,House / apartment,Unemployed,99000.0,0
197076,Cash loans,454500.0,21865.5,F,27.0,Married,House / apartment,Businessman,207000.0,1
289578,Cash loans,333000.0,17131.5,F,65.0,Married,House / apartment,Working,157500.0,0
379970,Cash loans,254700.0,14350.5,F,66.0,Married,House / apartment,Working,64800.0,0
202053,Cash loans,562491.0,26194.5,F,37.0,Civil marriage,House / apartment,Working,180000.0,0
393022,Cash loans,1256400.0,36864.0,M,39.0,Separated,House / apartment,Working,202500.0,0
199986,Cash loans,343800.0,16852.5,F,37.0,Married,House / apartment,Businessman,202500.0,1
176703,Revolving loans,270000.0,13500.0,F,28.0,Married,House / apartment,Businessman,225000.0,0
154055,Cash loans,199008.0,20520.0,F,68.0,Separated,House / apartment,Working,112500.0,0
299084,Cash loans,391500.0,25150.5,M,65.0,Widow,House / apartment,Working,112500.0,0
272088,Cash loans,521280.0,31630.5,M,57.0,Married,House / apartment,Unemployed,180000.0,0
124150,Revolving loans,450000.0,22500.0,F,47.0,Married,House / apartment,Working,157500.0,0
405266,Cash loans,900000.0,29034.0,F,36.0,Married,House / apartment,Working,157500.0,0
105278,Cash loans,1042560.0,37575.0,,45.0,Married,Municipal apartment,Unemployed,112500.0,0
104827,Cash loans,406597.5,20889.0,F,34.0,Married,House / apartment,Unemployed,90000.0,1
219288,Cash loans,599472.0,24196.5,F,42.0,Married,Municipal apartment,Working,135000.0,0
331580,Cash loans,1350000.0,39604.5,M,40.0,Married,With parents,Working,180000.0,0
270813,Cash loans,107820.0,7798.5,F,51.0,Married,House / apartment,Unemployed,67500.0,0
334386,Cash loans,1066500.0,45315.0,F,47.0,Widow,Municipal apartment,Working,157500.0,0
362823,Cash loans,1007761.5,42826.5,F,60.0,Married,House / apartment,Unemployed,90000.0,0
455592,Cash loans,405000.0,17968.5,F,61.0,Married,House / apartment,Working,135000.0,0
387460,Cash loans,412942.5,43947.0,F,32.0,Single / not married,With parents,Businessman,202500.0,0
337877,Cash loans,900000.0,35824.5,M,61.0,Married,House / apartment,Working,112500.0,1
296073,Cash loans,508495.5,24592.5,F,42.0,Married,House / apartment,Businessman,225000.0,1
115505,Cash loans,810000.0,32121.0,F,53.0,Civil marriage,House / apartment,Working,135000.0,0
167536,Cash loans,1762110.0,48456.0,M,54.0,Married,House / apartment,Working,202500.0,0
369402,Cash loans,135000.0,9148.5,F,33.0,Married,House / apartment,Working,180000.0,1
307115,Cash loans,1256400.0,36864.0,F,42.0,Single / not married,House / apartment,Businessman,270000.0,0
362062,Cash loans,291915.0,20889.0,F,37.0,Married,House / apartment,Businessman,315000.0,1
390262,Cash loans,156384.0,18558.0,F,28.0,Married,House / apartment,Working,135000.0,0
205507,Cash loans,538704.0,29353.5,F,47.0,Married,House / apartment,Working,180000.0,0
455924,Cash loans,1827549.0,50386.5,F,51.0,Married,House / apartment,Businessman,225000.0,0
336129,Cash loans,99504.0,11938.5,F,34.0,Married,With parents,Working,99000.0,0
350594,Cash loans,550980.0,36949.5,F,28.0,Single / not married,House / apartment,Businessman,202500.0,0
114765,Cash loans,98910.0,7785.0,F,40.0,Married,House / apartment,Working,81000.0,0
305694,Cash loans,,16587.0,F,25.0,Married,House / apartment,Unemployed,121500.0,0
175306,Cash loans,1125000.0,62950.5,,40.0,Married,House / apartment,Businessman,360000.0,0
100940,Cash loans,101880.0,10566.0,F,53.0,Married,House / apartment,Unemployed,54000.0,0
349714,Cash loans,848745.0,37516.5,M,63.0,Married,House / apartment,Businessman,216000.0,0
151510,Cash loans,152820.0,14886.0,M,65.0,Married,House / apartment,Unemployed,90000.0,0
155764,Cash loans,269550.0,14242.5,F,26.0,Separated,House / apartment,Working,112500.0,1
275919,Revolving loans,202500.0,10125.0,M,46.0,Separated,House / apartment,Working,216000.0,0
116192,Cash loans,765000.0,22365.0,F,37.0,Married,House / apartment,Working,144000.0,0
110683,Cash loans,521280.0,31500.0,M,28.0,Married,House / apartment,Working,112500.0,1
130816,Cash loans,180000.0,19030.5,F,38.0,Married,House / apartment,Unemployed,78750.0,0
322920,Cash loans,411813.0,19210.5,F,26.0,Single / not married,House / apartment,Businessman,216000.0,0
276851,Cash loans,835380.0,40320.0,M,29.0,Married,House / apartment,Working,337500.0,0
170833,Cash loans,254700.0,15709.5,F,65.0,Married,House / apartment,Working,189000.0,0
310590,Cash loans,1350000.0,43681.5,F,37.0,Married,House / apartment,Working,135000.0,0
203748,Cash loans,450000.0,43839.0,F,51.0,Married,House / apartment,Businessman,220500.0,0
295202,Cash loans,675000.0,21775.5,F,36.0,Married,House / apartment,Working,99000.0,1
399251,Cash loans,360000.0,18508.5,M,30.0,Married,With parents,Working,90000.0,0
425147,Cash loans,667237.5,24097.5,F,57.0,Single / not married,House / apartment,Unemployed,67500.0,0
427494,Cash loans,1047195.0,44496.0,M,59.0,Married,House / apartment,Working,166500.0,0
429053,Cash loans,1574532.0,58482.0,M,41.0,Married,Municipal apartment,Businessman,270000.0,0
158945,Cash loans,539100.0,26064.0,M,36.0,Married,House / apartment,Working,180000.0,0
272649,Cash loans,562491.0,27189.0,F,52.0,Single / not married,House / apartment,Working,127800.0,0
414223,Cash loans,1006920.0,51543.0,F,27.0,Married,House / apartment,Unemployed,135000.0,0
251014,Cash loans,167121.0,13063.5,M,54.0,Civil marriage,House / apartment,Working,112500.0,0
222017,Cash loans,251091.0,23364.0,F,69.0,Widow,House / apartment,Unemployed,94500.0,0
129738,Cash loans,302206.5,15822.0,F,48.0,Civil marriage,House / apartment,Unemployed,180000.0,0
131017,Cash loans,180000.0,11718.0,F,25.0,Single / not married,With parents,Working,112500.0,0
254489,Cash loans,173196.0,18504.0,F,62.0,Widow,House / apartment,Working,157500.0,0
132549,Cash loans,543735.0,27891.0,F,36.0,Civil marriage,House / apartment,Unemployed,135000.0,0
400062,Cash loans,450000.0,17140.5,M,32.0,Married,House / apartment,,225000.0,0
284851,Cash loans,720000.0,34767.0,M,34.0,Married,With parents,Working,180000.0,0
172463,Cash loans,450000.0,30573.0,M,37.0,Married,House / apartment,Working,112500.0,0
377884,Cash loans,279000.0,10647.0,F,43.0,Single / not married,House / apartment,Unemployed,112500.0,0
160110,Cash loans,225000.0,10620.0,M,44.0,Married,House / apartment,Working,112500.0,1
371739,Cash loans,509400.0,40374.0,M,29.0,Married,House / apartment,Businessman,270000.0,0
238765,Cash loans,450000.0,27324.0,F,29.0,Married,House / apartment,Businessman,202500.0,0
162658,Revolving loans,225000.0,11250.0,F,51.0,Married,House / apartment,Working,180000.0,0
422885,Cash loans,298512.0,29655.0,M,47.0,Married,House / apartment,Businessman,351000.0,0
124807,Cash loans,1113840.0,47322.0,F,61.0,Married,Office apartment,Working,193500.0,0
164567,Cash loans,254700.0,14350.5,F,66.0,Civil marriage,House / apartment,Businessman,225000.0,0
454035,Cash loans,526491.0,28048.5,F,52.0,Widow,House / apartment,Working,112500.0,0
375463,Cash loans,807984.0,43177.5,F,65.0,Single / not married,House / apartment,Businessman,270000.0,0
390017,Cash loans,101880.0,6808.5,M,30.0,Married,Municipal apartment,Working,135000.0,0
229238,Cash loans,101880.0,10053.0,F,56.0,Single / not married,House / apartment,Working,135000.0,0
207581,Cash loans,225000.0,22383.0,F,47.0,Married,House / apartment,Unemployed,90000.0,0
163554,Cash loans,640080.0,31261.5,M,36.0,Single / not married,House / apartment,Unemployed,90000.0,0
391563,Cash loans,675000.0,19867.5,F,59.0,Married,House / apartment,Unemployed,81000.0,0
358228,Revolving loans,765000.0,38250.0,M,32.0,Single / not married,House / apartment,Businessman,261000.0,0
348495,Cash loans,1530000.0,42075.0,M,37.0,Married,House / apartment,Businessman,360000.0,0
397201,Revolving loans,720000.0,36000.0,F,57.0,Single / not married,House / apartment,Businessman,261000.0,0
192846,Cash loans,225000.0,20637.0,M,29.0,Married,House / apartment,Unemployed,126000.0,0
327125,Cash loans,545040.0,26640.0,F,32.0,Married,House / apartment,Businessman,202500.0,0
345712,Cash loans,1256400.0,40657.5,M,37.0,Married,House / apartment,Working,157500.0,0
191149,Cash loans,675000.0,34465.5,F,41.0,Married,House / apartment,Working,126000.0,0
354787,Cash loans,,10683.0,M,39.0,Married,House / apartment,Working,193500.0,0
188794,Cash loans,83538.0,6376.5,F,63.0,Married,House / apartment,Unemployed,49500.0,0
453922,Cash loans,592560.0,28638.0,F,45.0,Civil marriage,House / apartment,Working,202500.0,0
203389,Cash loans,126000.0,13230.0,M,22.0,Single / not married,House / apartment,Unemployed,81000.0,0
148794,Cash loans,545040.0,26509.5,,26.0,Married,House / apartment,,135000.0,0
281189,Cash loans,152820.0,18265.5,M,50.0,Married,House / apartment,Unemployed,99000.0,0
453158,Cash loans,521280.0,25209.0,F,62.0,Married,House / apartment,Working,180000.0,0
268564,Revolving loans,405000.0,20250.0,M,49.0,Civil marriage,House / apartment,Working,135000.0,0
233886,Cash loans,1808842.5,63004.5,M,47.0,Married,House / apartment,Businessman,360000.0,0
150326,Cash loans,545040.0,20677.5,M,49.0,Single / not married,House / apartment,Businessman,292500.0,0
160901,Cash loans,720000.0,30636.0,M,65.0,Single / not married,House / apartment,Businessman,247500.0,0
175065,Cash loans,398016.0,21136.5,F,39.0,Married,House / apartment,Working,135000.0,0
243876,Cash loans,254700.0,25834.5,F,28.0,Married,House / apartment,Working,157500.0,0
197606,Cash loans,398016.0,22351.5,F,59.0,Separated,House / apartment,,144000.0,0
249454,Cash loans,631332.0,33763.5,M,55.0,Married,House / apartment,Working,315000.0,0
293962,Cash loans,269550.0,21739.5,F,42.0,Married,House / apartment,Unemployed,112500.0,0
445064,Cash loans,45000.0,4725.0,F,33.0,Single / not married,House / apartment,Unemployed,67500.0,0
424417,Cash loans,450000.0,30573.0,F,27.0,Married,House / apartment,Unemployed,67500.0,0
153044,Cash loans,282690.0,15462.0,F,35.0,Married,Municipal apartment,Unemployed,90000.0,0
440243,Cash loans,497520.0,25758.0,F,29.0,Married,House / apartment,Working,180000.0,0
397873,Revolving loans,270000.0,13500.0,M,53.0,Married,House / apartment,Working,202500.0,0
352512,Cash loans,135000.0,10665.0,M,31.0,Married,Municipal apartment,Businessman,315000.0,0
395876,Cash loans,850500.0,55120.5,F,49.0,Married,House / apartment,Businessman,270000.0,0
396587,Cash loans,1555690.5,42912.0,F,43.0,Married,House / apartment,Working,225000.0,0
184501,Cash loans,450000.0,32746.5,F,34.0,Married,House / apartment,Working,112500.0,0
166023,Cash loans,776304.0,25173.0,F,36.0,Civil marriage,House / apartment,Working,112500.0,0
372550,Cash loans,490482.0,48510.0,F,40.0,Married,House / apartment,Working,450000.0,0
445606,Cash loans,973710.0,26905.5,M,36.0,Married,House / apartment,Businessman,270000.0,1
243989,Cash loans,450000.0,20979.0,M,32.0,Single / not married,House / apartment,Unemployed,135000.0,0
412996,Cash loans,253737.0,15520.5,F,41.0,Married,House / apartment,Working,112500.0,0
